mean,std,min,max,skewness,kurtosis,rms,entropy,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,filename,category
0.0011504645,0.08617703,-0.91238403,0.8987427,-0.06151618,26.935753,0.0861847,1.2958699264266673,0.07641091756090487,5168.434669195351,4754.908979691029,10763.154251558875,1-15689-A-4.wav,frog
0.0011794532,0.07656226,-0.8234558,0.7519531,-0.06602868,27.517324,0.076571345,1.3227192999818185,0.08930335520591648,5088.301422968443,4756.217965912202,10687.163527769722,1-15689-B-4.wav,frog
-1.6429529e-05,0.0065242695,-0.3611145,0.3454895,-0.5074797,565.02893,0.00652429,0.3640259877751506,0.01593654836136891,1132.1186221937344,1247.5483213414682,2644.2873359556265,1-16746-A-15.wav,water_drops
-6.085939e-06,0.03134056,-0.62524414,0.88494873,2.5559874,114.22817,0.03134056,1.6949669509903738,0.07269272948085846,4449.153893460628,4794.851743794441,10066.897363507831,1-17150-A-12.wav,crackling_fire
2.1211585e-05,0.08767279,-0.5890808,0.6635742,0.013554996,0.71869063,0.0876728,3.3605101375222644,0.13603447650812064,3235.660930033544,2035.872847449466,5727.931953306264,1-17367-A-10.wav,rain
-0.00016199962,0.028678318,-0.6956177,0.80422974,1.1979808,110.28173,0.028678775,1.591697489479137,0.07186797600058005,4311.3592665477,4313.218022161913,8666.489744960847,1-17565-A-12.wav,crackling_fire
-6.533668e-06,0.05588052,-0.5022583,0.63049316,-0.050263394,13.725693,0.05588052,2.6703859645710546,0.10851059491009281,4753.003774195468,4917.72851826896,10789.883401609628,1-17585-A-7.wav,insects
-3.8257003e-06,0.010639315,-0.8033447,0.9041748,-0.4432716,1199.092,0.0106393155,0.7876962613782681,0.310574064675174,9249.555655545839,6298.1506386015235,16923.49890334977,1-17742-A-12.wav,crackling_fire
0.00013445257,0.052363258,-0.31170654,0.6990967,-0.019480204,1.0603614,0.052363425,3.0489314814138178,0.024750534730278422,3170.156391857186,4521.9122741442025,8486.829887797274,1-17808-A-12.wav,crackling_fire
-6.3076026e-05,0.03057468,-0.65423584,0.63934326,-0.2665211,7.920453,0.030574743,2.2531563144481472,0.02424072832076566,2871.4996021087964,4284.166627338249,7739.612751051334,1-17808-B-12.wav,crackling_fire
2.5670473e-05,0.14826457,-1.0,0.9999695,-0.032403935,16.638454,0.14826457,2.873358961007839,0.06294069931844548,1948.3025790208546,2086.480291898275,2712.6839834686775,1-17970-A-4.wav,frog
-2.1701804e-05,0.1088364,-1.0,0.9999695,-0.43498448,8.234238,0.1088364,2.8291139637842164,0.067880156975058,2012.9085492817755,1800.3874569350085,3078.498631453016,1-18755-A-4.wav,frog
-1.3373204e-05,0.08801002,-0.96313477,0.770813,-0.33197147,6.838706,0.08801002,2.8395433826760272,0.06835144467807425,2178.964783531397,2060.159379870242,3387.6075125072507,1-18755-B-4.wav,frog
-3.4491506e-05,0.09280315,-0.9463501,0.91226196,-0.28413093,7.811878,0.09280315,2.771933463430673,0.05027257649361949,1685.8801944428824,1924.6085833052591,2594.376268851508,1-18757-A-4.wav,frog
0.00017005198,0.0507994,-1.0,0.89837646,-2.3535864,154.9348,0.050799686,0.7871728827733575,0.03588017510150812,1498.8748315389846,1549.647433416697,3421.0814013558584,1-19501-A-7.wav,insects
-2.9981687e-05,0.08972046,-0.5767517,0.6537781,0.0033107833,0.4090879,0.08972046,3.4040636491948737,0.15487805430684454,3726.4267587001136,2550.575067253064,6930.743705590197,1-21189-A-10.wav,rain
-3.233064e-07,0.012368078,-0.30111694,0.28198242,0.08423022,105.76659,0.012368078,1.2104568154592026,0.11178015334976799,5078.741370735415,5073.957623318115,11197.515430140662,1-23094-A-15.wav,water_drops
-5.35061e-07,0.008927452,-0.18673706,0.18603516,0.027604694,44.20258,0.008927452,1.6883997420216326,0.10535206097737819,4964.276367117561,5154.679467542421,11164.691034657773,1-23094-B-15.wav,water_drops
0.00030121,0.12024693,-1.0,0.9999695,-0.060713444,13.715981,0.12024731,2.805800033528888,0.023404645809164733,1147.8021782110557,1731.4789825789455,2138.1821209759282,1-23222-A-19.wav,thunderstorm
-0.00027403637,0.16497763,-0.9930725,0.9999695,0.092485555,4.3101463,0.16497785,3.310212124434865,0.014993972955336428,1065.734282155647,1969.5819770722621,2056.445878951566,1-23222-B-19.wav,thunderstorm
6.946451e-05,0.036253016,-0.3085022,0.313385,-0.05440816,11.681964,0.03625308,2.8759208019232427,0.008254332221577726,554.6180859256359,1425.4313661308777,723.3357652987239,1-24524-A-19.wav,thunderstorm
-0.00020601635,0.105130084,-1.0,0.9999695,0.012570733,27.85557,0.105130285,2.333122913323525,0.021408470490139213,1142.3097820860824,1642.9301987117442,2393.73277987239,1-24524-B-19.wav,thunderstorm
4.0984483e-05,0.09125352,-1.0,0.9999695,-0.42465115,26.079655,0.09125353,2.3362977948001173,0.027943055756960558,1457.9891485893456,1980.5232329477437,2986.7202227740718,1-24524-C-19.wav,thunderstorm
-6.137355e-05,0.05864654,-0.49121094,0.5614929,-0.01793356,0.94686365,0.058646567,3.1310973658933174,0.2521400540168213,6155.174279656054,4296.815669609214,10821.40881036108,1-26222-A-10.wav,rain
7.908136e-06,0.16035208,-0.9284973,0.9645691,0.06550084,4.4113455,0.16035208,2.208766242872944,0.0290034530887471,839.3252929214798,767.4872278462893,1126.671145410383,1-26806-A-1.wav,rooster
-3.8810056e-05,0.081251234,-0.6387634,0.66296387,0.12596114,8.390672,0.08125124,2.056382104804947,0.03895034258990719,1302.3808674324578,1251.8163854559364,2196.2867966937356,1-27724-A-1.wav,rooster
-8.480648e-05,0.101045884,-0.59872437,0.62823486,0.017898438,2.1378498,0.10104592,3.4781180141212342,0.06735788863109049,2776.1119067271043,3210.3084236873888,6204.46023963167,1-28135-A-11.wav,sea_waves
-0.00023133542,0.097143665,-0.5917053,0.7779236,-0.008466983,1.9824219,0.09714394,3.353498417356632,0.06487909657772621,2643.538946751504,3092.333817595344,5631.507169011021,1-28135-B-11.wav,sea_waves
1.2493246e-05,0.060038548,-0.34780884,0.34103394,-0.00067043095,0.83838177,0.060038548,3.57585779075209,0.17993333997969838,4003.9227855406134,2986.288794377166,7300.255469656323,1-29532-A-16.wav,wind
1.7413704e-06,0.079684846,-0.51498413,0.66970825,0.080786854,1.717382,0.079684846,3.3052171442881537,0.1215888286687935,3495.3691154728135,2901.2620435060862,6120.925400594548,1-29561-A-10.wav,rain
7.863847e-06,0.043293387,-0.6154175,0.5263977,-0.49179,19.592855,0.043293387,2.4588749498381888,0.06829479952146171,2708.9044706574173,3324.4362866360248,4884.240071236949,1-31836-A-4.wav,frog
1.1409837e-06,0.11421092,-0.9930115,0.9999695,-0.07614082,7.2642508,0.11421092,2.9947762711716823,0.08815799013921113,2316.755480498314,1969.6549455837348,3015.8974632033064,1-31836-B-4.wav,frog
2.2363503e-05,0.019768381,-0.18527222,0.26327515,-0.23086216,12.6432495,0.019768395,1.6872578699665104,0.03561734157482599,1032.3818742712808,849.1527549855741,2057.395138486079,1-34119-A-1.wav,rooster
6.663766e-06,0.018684994,-0.14855957,0.16836548,-0.14201903,6.6569834,0.018684994,1.9460636178581636,0.06515552494199536,1474.4008902970345,986.876306950707,2511.2910790675755,1-34119-B-1.wav,rooster
4.786734e-05,0.084917136,-0.5944214,0.5942993,0.02168016,8.996566,0.08491715,2.8333854731435837,0.17266916509570765,5750.346224136677,5165.1617470983765,12169.657115537993,1-34495-A-14.wav,chirping_birds
2.8299968e-05,0.025546135,-0.17144775,0.16275024,-0.015378338,1.2206988,0.025546152,3.439662770542955,0.2145684545388631,6751.549183345438,5598.803402082104,14202.221623042344,1-34497-A-14.wav,chirping_birds
4.193572e-08,0.01132223,-0.08065796,0.088134766,0.034641206,3.9766846,0.01132223,3.145330044328548,0.14326466429814386,4486.010186317565,3639.0407086437885,7507.643697433295,1-38559-A-14.wav,chirping_birds
3.8461837e-07,0.0077999956,-0.09460449,0.0869751,-0.024208665,11.883642,0.0077999956,2.279218341890231,0.21498309708526683,6064.645720281339,4462.776665830419,11024.55035074681,1-38560-A-14.wav,chirping_birds
0.00020745794,0.22540091,-1.0,0.9999695,-0.071273685,5.5459814,0.22540101,2.9571889805634664,0.11202825913573086,3238.0079429186367,2674.2959482237025,5938.817453052494,1-39835-A-9.wav,crow
-2.2033553e-06,0.17814372,-1.0,0.9999695,-0.06365238,5.1710777,0.17814372,2.932927510797814,0.11432352088167054,3247.2867629288035,2573.624447127154,5905.693291400812,1-39835-B-9.wav,crow
-8.976749e-05,0.09159596,-0.75509644,0.87664795,-0.04421822,5.467889,0.09159601,3.043595490432875,0.05100443191705337,2532.452119466544,3234.5789953543217,5217.679972991589,1-39901-A-11.wav,sea_waves
-3.10161e-05,0.09209293,-0.767395,0.59503174,-0.014321262,3.321577,0.09209293,3.247470105496298,0.05063510549593968,2486.4583792371045,3252.9203857286775,5208.8868320403135,1-39901-B-11.wav,sea_waves
0.00029538706,0.13061814,-0.7770386,0.75387573,0.083403304,3.3714762,0.13061848,2.375407075055535,0.034424394576566125,1094.4346869613648,1014.5114664036635,1777.0638096360208,1-39923-A-1.wav,rooster
1.2312216e-05,0.10563913,-0.9737854,0.9563904,-0.14628959,18.56682,0.10563914,2.208861041227515,0.04526967626160093,1111.9206055717768,893.6401368197987,1607.4461191270302,1-40730-A-1.wav,rooster
7.1522685e-05,0.075524956,-0.7069702,0.7077637,-0.077153414,2.1552176,0.075524986,3.076224959764197,0.02511646244199536,2260.973476378757,3375.353059988269,5030.825727776973,1-4211-A-12.wav,crackling_fire
-2.083458e-05,0.1770217,-0.8140564,0.9771118,0.3084459,3.2718167,0.1770217,2.6688554324614953,0.04466697179524362,1969.859615129601,2182.0533781788986,4168.798148383121,1-43382-A-1.wav,rooster
1.2540579e-06,0.084109955,-0.90008545,0.5578613,-0.01332218,1.447514,0.084109955,3.155887841442461,0.09426093931264501,3591.561354270966,3645.658639232718,7498.300985172564,1-43760-A-11.wav,sea_waves
-1.0178339e-05,0.056635547,-0.4178772,0.39953613,-0.17258821,9.614057,0.056635547,1.9667346936484849,0.027647368039443156,818.157723414666,933.3070735410425,1359.8892247317285,1-44831-A-1.wav,rooster
-6.467623e-05,0.010131162,-0.07751465,0.084350586,-0.014568309,3.739593,0.0101313675,3.1718763867169244,0.20242486586426914,6377.15626915538,5173.185285146606,13154.78866824971,1-46040-A-14.wav,chirping_birds
-2.9020624e-05,0.07660562,-0.82351685,0.7087097,0.123493426,1.9104166,0.076605625,3.0085380486197186,0.09861581895301624,6203.711005886461,5690.487805099365,12857.020940581497,1-46272-A-12.wav,crackling_fire
3.1915437e-07,0.022094404,-0.18563843,0.30651855,0.18787378,8.74248,0.022094404,2.800593066234117,0.06450297273781902,2916.887008604768,3333.644707195713,6477.447297346288,1-46938-A-7.wav,insects
0.00039338376,0.038955763,-0.55288696,0.43130493,-0.19251706,19.103453,0.038957752,2.4836121064615213,0.06876382141821345,3050.3916164824454,3356.6128160039493,6786.1065291473315,1-46938-B-7.wav,insects
-0.00085200387,0.56979895,-1.0,0.9999695,0.014213168,-0.89169264,0.5697996,4.4290392011783295,0.012420017038863109,1337.3115224555254,3037.0445289737954,1833.5697324535963,1-47709-A-16.wav,wind
0.0005272754,0.38769415,-1.0,0.9999695,0.0011783313,-0.2152996,0.38769454,4.354405383553618,0.007268706496519722,1167.2884930835655,2931.242032413486,1522.8620984991298,1-47714-A-16.wav,wind
-2.3990553e-06,0.09898732,-0.93014526,0.6706848,0.0057193036,0.4396553,0.09898732,3.2394368836969023,0.2257989232888631,6001.267009816145,4441.078799522067,11353.243954828886,1-50060-A-10.wav,rain
2.2408622e-06,0.006470169,-0.5515442,0.510437,-1.8778778,1052.2157,0.006470169,0.43052312147675864,0.14662258918213458,6662.965165013257,5761.249526176819,13794.689516567576,1-50623-A-15.wav,water_drops
-2.7385547e-06,0.0073790923,-0.1605835,0.15786743,0.01285178,96.593796,0.007379093,1.3123209300911847,0.13465460049303946,5746.695072147237,4981.711029951374,11407.002021099188,1-50625-A-17.wav,pouring_water
-2.7638822e-07,0.0060781715,-0.20843506,0.20404053,0.39881426,57.044098,0.0060781715,1.1446267095048845,0.16601675790313225,6537.954600270213,4574.087278992681,11578.41830862094,1-50688-A-17.wav,pouring_water
2.4483262e-07,0.023213359,-0.099731445,0.09124756,-0.019217256,0.009231329,0.023213359,3.9164494488437875,0.04740293285962877,2644.6722688668888,4109.534555738821,5182.357526102088,1-51035-A-16.wav,wind
1.19759e-06,0.033269644,-0.12594604,0.14425659,0.010287266,-0.013814211,0.033269644,3.929298726519417,0.04386374347447796,2298.621220609061,3576.0370400400097,3538.389895410383,1-51036-A-16.wav,wind
-2.6891453e-07,0.10326147,-0.48223877,0.447052,0.0057633203,0.13520837,0.10326147,3.8265675669172023,0.07111686122389792,2913.869694973879,3358.150997266769,6062.121270482889,1-51037-A-16.wav,wind
-1.9610138e-06,0.010430194,-0.18649292,0.21783447,0.22823377,22.990746,0.010430194,1.944500159719775,0.17586168612238978,6573.956643282193,4878.04147162627,12253.9413699971,1-51433-A-17.wav,pouring_water
9.117905e-07,0.012402524,-0.15515137,0.16464233,0.0046961447,18.419828,0.012402524,2.4148184971490907,0.11921992821925755,5601.181890807501,4837.607054329899,11062.370849042924,1-51436-A-17.wav,pouring_water
-1.6583155e-05,0.042483754,-0.26242065,0.2584839,0.021910895,2.9565659,0.042483754,3.439590495534902,0.17974187935034802,4121.830078622347,2695.483810772248,6193.968423723898,1-54918-A-14.wav,chirping_birds
3.840371e-06,0.033250067,-0.13095093,0.12542725,-0.21576247,-0.27409267,0.033250067,3.9704609141457663,0.07669980785962877,3078.9674332577374,3062.9097023967183,6133.315735571346,1-54918-B-14.wav,chirping_birds
0.00011785114,0.1557458,-0.89468384,0.9321594,0.029101552,0.41019607,0.15574585,3.559886966053601,0.13719456931554525,3518.0016719826526,2641.900654437004,6453.815731039733,1-54958-A-10.wav,rain
1.5887133e-06,0.06245242,-0.48934937,0.4925537,-0.07173133,3.2889123,0.062452424,3.024317750990682,0.10126341357308585,2787.0554145857473,1877.7159085250028,5135.294237601508,1-56233-A-9.wav,crow
1.443253e-06,0.040583428,-0.3670349,0.28826904,-0.07083866,6.2951736,0.040583428,2.6753246841354787,0.07802303871809745,2105.48178265633,1409.268123707376,3795.039696925754,1-56234-A-9.wav,crow
2.7438002e-05,0.1038014,-0.695282,0.70877075,0.010463023,0.92938614,0.1038014,3.4097403237270765,0.15206505582946636,3867.3602152972526,2924.2059176540706,6607.296009462007,1-56311-A-10.wav,rain
-2.2747983e-05,0.042460363,-0.3814087,0.438385,0.0011380073,6.821553,0.042460367,2.8127977984806667,0.47421172600058004,11386.421819496887,3606.030010314843,15421.52051460992,1-57316-A-13.wav,crickets
-7.2063005e-05,0.026096262,-0.14761353,0.14855957,-0.022784248,1.42449,0.02609636,3.569539515579586,0.45513137144721577,10603.149071793794,3673.5822844278496,14066.27766549449,1-57318-A-13.wav,crickets
0.0013618161,0.14748242,-0.77175903,0.92523193,0.0618463,1.5657134,0.14748871,3.5490060510279644,0.4025284132105568,9320.606311734433,2124.7522056419893,11114.829928581787,1-59102-A-13.wav,crickets
0.027449643,0.057046402,-0.54589844,0.7902832,2.037736,8.560674,0.063306995,1.1205899841243756,0.009477867604408352,1156.1306582987097,1520.454143827311,2778.432696490719,1-61221-A-17.wav,pouring_water
2.6580188e-05,0.11425925,-0.6543884,0.70910645,0.0071943305,1.7122431,0.11425925,3.51231589905773,0.07827907482598608,3276.008570587871,3709.0705197044244,7617.657881380511,1-61252-A-11.wav,sea_waves
-5.996808e-06,0.0873879,-0.4267578,0.59036255,0.06709419,0.7174287,0.0873879,3.5637987017804815,0.10125888196055685,4072.051233165552,4494.205141514991,8550.2304324971,1-63871-A-10.wav,rain
-1.16507945e-05,0.024753775,-0.36746216,0.40325928,0.088374265,14.474022,0.024753777,2.512882724501655,0.18612805430684454,5975.261755304804,5318.781272394863,12767.490778168503,1-65483-A-13.wav,crickets
4.723374e-06,0.0086276475,-0.22375488,0.2029419,0.16417474,38.87706,0.008627649,1.3910751394866465,0.044421131815545245,1975.6435161205322,1744.7638338839504,3678.2308131525524,1-67152-A-17.wav,pouring_water
-0.006672858,0.28194994,-1.0,0.9999695,0.03904742,0.58473086,0.2820289,4.052100716700722,0.07506616154292343,4046.323841996868,4515.292703282055,9253.232059345997,1-69760-A-16.wav,wind
9.503354e-06,0.007954761,-0.9194336,0.85528564,1.5478919,2415.9377,0.007954767,0.6492728959481382,0.053442439457656615,4009.257354243239,4245.49516541661,8742.680312862529,1-7057-A-12.wav,crackling_fire
-5.550587e-05,0.13730513,-0.6358032,0.5751343,-0.029998736,0.04405427,0.13730513,3.847102646560423,0.08120762942285382,3940.9910903222526,4506.315443812369,8830.112112093968,1-73585-A-7.wav,insects
6.8831876e-05,0.049397837,-0.23440552,0.34829712,0.27937764,0.79546285,0.049397882,3.547487230270984,0.32514886347157773,9576.325530893608,6186.88277845122,16430.233672600058,1-7456-A-13.wav,crickets
-1.11493655e-05,0.052948855,-0.38363647,0.34649658,-0.20039181,6.046283,0.05294885,2.625614470521291,0.0928538736223898,2546.4918313070034,1720.0050836163707,3764.8132749057427,1-75162-A-9.wav,crow
-7.227919e-05,0.07933669,-1.0,0.9999695,0.027728662,42.45734,0.07933672,2.400478374435514,0.06304039479408352,3103.804614385297,3631.669658528367,7635.094280198666,1-75189-A-7.wav,insects
-0.0010200605,0.17137778,-1.0,0.9999695,-0.04900675,8.472739,0.1713808,3.076851819469206,0.06810560469837587,4369.638988753343,3884.8508772404516,8309.36831587152,1-79220-A-17.wav,pouring_water
3.8140745e-06,0.05394777,-0.8112793,0.78305054,-0.6125343,54.96953,0.05394777,1.6486266014338944,0.22122992495649652,6817.422903253444,5505.906636969705,13931.183045424885,1-7973-A-7.wav,insects
-2.8214574e-06,0.26947328,-0.8899536,0.91174316,-0.07256412,-0.0844326,0.26947328,4.119644414426947,0.009194641821345708,1479.2474998632108,3010.5582327998877,3373.468541545824,1-80785-A-7.wav,insects
-9.087456e-06,0.006715634,-0.05545044,0.08627319,-0.03644143,0.5921917,0.00671564,2.972344261441451,0.15169572940835266,5231.9959161692595,4412.062469696892,11161.54348988544,1-80840-A-13.wav,crickets
-0.0001742955,0.0048354,-0.025970459,0.025878906,0.0055257124,0.46301222,0.00483854,3.6482775301386,0.464387190037703,10993.876796768658,5171.995975339342,16066.367504712876,1-80841-A-13.wav,crickets
-1.0159932e-05,0.025288662,-0.95440674,0.97177124,0.6271894,224.7608,0.025288666,0.5222269019231554,0.07956152117169374,2996.5099107430874,2273.681483674634,5393.642714073376,1-90797-A-15.wav,water_drops
-7.1304006e-05,0.13649221,-0.8093262,0.77615356,0.0031461935,0.57729864,0.13649222,3.5674882793540315,0.10975905416183294,4206.90550520044,4530.454803804737,10234.566573919663,1-91359-A-11.wav,sea_waves
-0.00026839913,0.13203146,-0.6758423,0.6661682,-0.050126098,0.57498574,0.13203172,3.698860258525605,0.07230187790023201,3513.0784140452806,4235.004649753954,8605.887017836427,1-91359-B-11.wav,sea_waves
-2.4497103e-08,0.05133231,-0.46429443,0.49819946,0.15670311,10.982593,0.05133231,1.8179091529685067,0.0863249528712297,3634.2978672789513,3873.600022322495,7860.418517075116,1-96950-A-9.wav,crow
-6.561625e-07,0.10864479,-0.6812439,0.9222717,0.37597913,8.275758,0.10864479,2.4523717038411124,0.0771484375,2417.5055568953712,2388.7708763944675,3436.1196708236657,1-96950-B-9.wav,crow
-1.4042376e-05,0.008130913,-0.03778076,0.035705566,-0.025237784,0.422925,0.008130925,3.81893209481482,0.11849033860208817,5040.004317359069,4593.092188807744,10711.34466538573,1-9841-A-13.wav,crickets
-5.5604273e-06,0.14476708,-0.75076294,0.9732361,0.57553893,5.550377,0.14476708,2.4265906719510677,0.03149810578596288,1435.7797820385283,1409.1375411296622,2308.7490710194315,2-100786-A-1.wav,rooster
6.560629e-05,0.04556662,-0.8005066,0.940979,0.018460238,8.542847,0.045566667,2.338046168745466,0.20323375870069604,5281.888731550401,3692.449890539292,9267.121225166764,2-101676-A-10.wav,rain
-3.054e-05,0.055336036,-0.56625366,0.5397949,0.022710292,9.982536,0.055336043,2.5976237645087035,0.047154827073665896,3431.4860756594653,4241.028584302149,7805.761152298433,2-102414-A-17.wav,pouring_water
0.00014335566,0.008726155,-0.23171997,0.20077515,-0.033825736,47.183136,0.008727333,1.7636671224282845,0.18789991480568446,7447.504647746077,4907.475001644844,13142.847982526102,2-102414-B-17.wav,pouring_water
-9.277897e-06,0.010680872,-0.26870728,0.2829895,0.48691046,41.46298,0.010680876,1.4248390012928924,0.12671634824535963,6714.45278929008,4992.18000370677,12618.706836390662,2-102414-C-17.wav,pouring_water
1.3874771e-06,0.0062831617,-0.15689087,0.21035767,0.31185165,39.96285,0.0062831617,1.472583050685571,0.1384588892111369,7011.274485903146,5206.203071336536,13161.083757794373,2-102414-D-17.wav,pouring_water
-2.6902526e-06,0.034446344,-0.60595703,0.57940674,0.13051833,14.951786,0.034446344,1.8967356892724738,0.11924938370069606,6505.342738461843,5018.147806611315,12367.103098716647,2-102414-E-17.wav,pouring_water
0.00010117234,0.008790665,-0.13397217,0.15188599,0.0358121,22.889982,0.008791247,1.9831199523885774,0.1280237184599768,6991.202217971681,5232.385198671071,13225.433562028713,2-102414-F-17.wav,pouring_water
1.9013074e-05,0.024781844,-0.43548584,0.40707397,0.13173938,27.82298,0.024781851,1.6083961324414573,0.06630882033062645,2778.160542855251,2279.4495525803445,5538.679578741299,2-102414-G-17.wav,pouring_water
-1.3512575e-05,0.09082563,-0.7390137,0.79904175,0.021687955,1.0998092,0.09082563,3.1874881976384213,0.1051662648636891,3491.748946324129,3296.4786729158795,7048.651731982309,2-102852-A-11.wav,sea_waves
8.668099e-06,0.1127041,-1.0,0.9999695,0.04119979,10.148657,0.1127041,3.0014785095899046,0.011702889356148492,843.6552740043725,2255.312495868747,801.7745794663573,2-104105-A-19.wav,thunderstorm
-0.00012709429,0.12147771,-0.85891724,0.9999695,0.06351443,9.061454,0.121477775,3.0787201514154754,0.0143527497824826,782.547699678563,1982.7916264813578,816.063433512181,2-104105-B-19.wav,thunderstorm
-1.5857515e-05,0.024277657,-0.1630249,0.14840698,0.013041522,2.1395779,0.024277663,3.441410471816562,0.021086726000580047,1357.4467961940213,2288.683366094156,2632.996143597738,2-104952-A-16.wav,wind
1.7793755e-05,0.0411254,-0.2496643,0.22521973,0.021917285,1.6692247,0.04112541,3.5538800670431785,0.022312527189675174,1463.0200744182714,2358.7703630380656,3081.7960593097446,2-104952-B-16.wav,wind
-0.012916232,0.04738929,-0.25561523,0.22113037,0.0040556965,1.0234542,0.04911796,3.6598586145233187,0.09699576747389792,3622.7803280726052,3717.367181778167,6588.210896715487,2-106019-A-13.wav,crickets
5.7940492e-06,0.041054204,-0.18765259,0.18966675,0.01871216,0.39818954,0.041054204,3.803106183507293,0.04687160129060325,1836.1838170881422,2835.544630932653,2307.649928400522,2-108760-A-14.wav,chirping_birds
-9.0113355e-07,0.041209295,-0.25534058,0.26870728,0.022235386,0.88193655,0.041209295,3.4727501973685984,0.045454339472157775,1886.0430805852184,2805.4311327688783,2803.8128987819027,2-108760-B-14.wav,chirping_birds
-0.0014671183,0.01855819,-0.11117554,0.102752686,-0.045655373,0.6943691,0.01861609,3.5740113623228558,0.07840256126740139,3272.877084187671,4343.746959933915,7186.1444814022625,2-108761-A-14.wav,chirping_birds
5.2228656e-06,0.09403447,-0.53704834,0.5895691,0.124850884,2.7578073,0.09403446,3.4261498141154205,0.0840920007975638,3785.8141475754346,4466.4474382688895,8465.296684672274,2-108763-A-9.wav,crow
-0.0024883272,0.142205,-0.9109192,0.9004822,-0.10340028,5.2395077,0.14222677,3.071466037620913,0.06166958200406032,2636.913219120801,3493.203794754622,5185.50507087442,2-108766-A-9.wav,crow
-2.433379e-06,0.019801453,-0.109436035,0.10913086,0.12988782,1.8338232,0.019801455,3.588552812987779,0.06426619598317865,2911.7850940740263,3949.216945239023,5824.256815545244,2-108767-A-9.wav,crow
-2.036858e-06,0.026115352,-0.18109131,0.1984253,0.19886824,6.9874926,0.026115352,3.0838869675712774,0.06581147585556844,3287.870154679179,4346.420588885841,7702.541668177204,2-108767-B-9.wav,crow
-6.0855234e-07,0.024180695,-0.16461182,0.14300537,0.016990762,2.1380167,0.024180695,3.4291870600685783,0.06932800717807425,2833.776554858179,3575.5240867137736,5473.630320113109,2-108767-C-9.wav,crow
-0.00019242585,0.14169315,-0.5186157,0.54592896,-0.00404021,0.2685728,0.14169328,4.002872691615187,0.010608504930394431,983.9774442391007,2318.600955035543,1456.8635803364268,2-109231-A-9.wav,crow
0.00011040817,0.079712555,-0.7154236,0.6474304,-0.12232073,4.293559,0.07971264,3.0892910868621746,0.0780400322650812,2500.914044793505,2554.211223949094,3925.288097266531,2-109231-B-9.wav,crow
1.5878968e-05,0.048435606,-0.5431824,0.5267639,0.1658269,14.059282,0.048435614,2.689699513885911,0.0349568590487239,2402.2841193821546,4005.1480807368307,5255.000861006381,2-109231-C-9.wav,crow
-0.0005170475,0.15054478,-0.6427002,0.61712646,-0.058447935,-0.08982849,0.15054566,3.898288919660045,0.014888612964037123,926.6982056225481,1607.1172552546418,1787.8054306844547,2-109371-A-16.wav,wind
0.0006100114,0.25984275,-1.0,0.9999695,-0.056411862,0.2774806,0.25984344,3.97930087624114,0.014029872389791182,893.7816926292925,1575.2580979579045,1738.9435451711138,2-109371-B-16.wav,wind
