mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,filename,category
-417.22092,53.74738,-38.695053,2.4861634,2.3828304,23.929157,1.5850719,7.2683654,8.32813,15.444241,7.639404,8.688195,-6.6076007,0.79582834,0.6571298,0.54501426,0.53710365,0.5640247,0.605285,0.5618065,0.55281687,0.6040013,0.60142344,0.6274541,0.73739815,17.638503028685665,7.755096054123274,11.240055239192612,13.15730944595468,16.840070583550844,15.881622551366387,33.541554087688795,-0.03220385365205631,0.03591698498729646,-0.015613448427960206,0.03520945480564385,0.008013623827729634,0.017256401332847282,1-15689-A-4.wav,frog
-423.87582,62.78368,-29.181288,6.601417,8.468017,26.105083,5.89169,9.202936,8.744497,20.048515,8.299704,8.509165,-3.7698157,0.84361094,0.8369344,0.65741706,0.5656653,0.5411665,0.55731755,0.5393003,0.4728039,0.4746872,0.5006227,0.57330966,0.70688987,13.774014027825416,8.243234601902355,11.402196251539646,13.086421619229954,16.58621464797905,14.982703716205126,32.607762914362574,-0.03971551819419226,0.06542962924046923,-0.08185413005068203,0.14057974584547558,0.029400972834498995,0.037798706377292476,1-15689-B-4.wav,frog
-696.8434,18.306252,2.54571,8.985429,4.5494795,3.9272678,-1.9807113,3.728559,2.7345176,2.1776693,0.1978209,0.7369647,-0.0058887308,0.14128886,0.14715947,0.16305836,0.17910835,0.1741952,0.17865276,0.16387938,0.14796595,0.14800903,0.15487151,0.14177467,0.14248519,14.130717450327738,13.556064487443617,14.939720655708461,15.33779406602167,15.281387884912272,15.775011426063717,17.871321531140953,-0.021669731128288874,0.06573111126350618,0.06433235337145203,0.05604785230883675,0.022860039744731407,-0.016900939463903416,1-16746-A-15.wav,water_drops
-331.45212,85.4922,4.666396,37.49674,8.067957,36.93365,-4.5820966,6.0659833,11.111185,12.467105,-8.984219,6.5697327,-3.470546,0.7203267,0.73688084,0.7481443,0.76525956,0.78920424,0.7339817,0.6821483,0.65532696,0.6662564,0.6715156,0.68423325,0.6958924,10.965150443900411,7.412844514408508,11.428133958827106,12.401965591964263,12.388876996016029,14.632575125918411,34.212536742208606,-0.02873910585062402,-0.019306845606095312,-0.042906206442592514,-0.013305975033485039,0.009960562943531545,0.008527694964725253,1-17150-A-12.wav,crackling_fire
-191.39711,201.01382,-164.47845,58.526257,-3.3402312,-14.553822,49.497772,-30.358635,18.35563,17.137861,-16.606194,22.125116,-11.853877,0.71422434,0.7876755,0.8108275,0.69726783,0.6006368,0.49512723,0.45392632,0.48260987,0.512224,0.46568498,0.5159213,0.6056228,13.10013554277855,7.92455066862486,10.221292278894955,12.545430766459928,13.757937499241399,14.254827658673367,49.47224513918343,0.004433979276213957,0.0039031084683473303,0.012062635169020473,-0.012501407682619514,-0.0007057726226063947,-0.00796853646359417,1-17367-A-10.wav,rain
-299.86282,92.028275,-30.17725,38.96103,-1.7407911,23.690237,-5.734897,5.844403,5.5185285,9.188873,1.1118743,9.497464,4.770753,0.69344217,0.706199,0.739913,0.76852846,0.80055994,0.79310566,0.70960957,0.67757297,0.66714716,0.6692462,0.64711267,0.6533795,11.393081515764234,7.9452127062229145,9.612715857033747,11.58224127383161,12.05861747940174,14.02415617574227,28.50801741145196,-0.03841595385736998,0.018540380633844854,-0.015988484340484808,0.0005597004022989202,0.004124502986155602,0.015665640323066353,1-17565-A-12.wav,crackling_fire
-251.29823,90.496414,-12.622731,12.962024,-29.266853,-11.850314,-33.62628,-1.881031,-31.404764,-11.128827,-26.785868,-9.505467,-26.018131,0.33029386,0.3300811,0.31786543,0.31411228,0.38287428,0.33215594,0.2584285,0.29776856,0.46620813,0.6988438,0.58400685,0.3920838,19.373880602862148,9.001793272561718,14.325286505303051,15.913687228367694,15.312723827079527,17.157023798855636,39.117239700808135,0.0675798835482913,-0.0017867092986043882,-0.1115766130150096,0.01080349181711662,0.009831611277021252,0.02643712741331468,1-17585-A-7.wav,insects
-355.87726,23.947433,14.722452,23.452635,6.5855193,8.040243,4.568543,5.1598697,0.5437149,1.235533,-2.2763734,1.1861098,-0.71715117,0.69611037,0.68196434,0.67790943,0.6744637,0.74491894,0.7006565,0.64012086,0.648494,0.66061026,0.68335927,0.69384843,0.69617504,10.934429296620909,7.853893241826584,10.742429118902757,12.139153430381144,13.068608808922477,14.058993541343128,15.209950851591268,0.022882831074719355,-0.020414009009750385,0.04035391719912379,0.02774157029362628,0.008381448101293931,-0.004623392469351167,1-17742-A-12.wav,crackling_fire
-331.97717,94.08334,-0.69010764,38.71699,6.067024,34.671604,-3.1064327,29.609175,-4.3674974,28.718403,4.3161154,14.109144,1.4757468,0.72776574,0.7306192,0.74930173,0.8022849,0.8461733,0.85973287,0.84730536,0.83724636,0.8475815,0.85412073,0.80544245,0.7045573,15.315247300270325,10.448701271682383,11.40655556235793,13.391786565343251,13.993970104871211,14.435887157825576,36.673925685850875,0.006264825899276886,0.07633433761623899,0.0032429281457942707,0.03920574070077574,0.03168057289339829,0.0024294292807078796,1-17808-A-12.wav,crackling_fire
-383.90787,100.387184,0.04789068,45.275055,7.2887125,38.97736,-4.758487,29.746632,-1.2873611,26.450012,6.077884,13.125436,5.0353847,0.69482654,0.67518073,0.6876368,0.7401345,0.8010033,0.83464104,0.82746845,0.8365671,0.8728952,0.88850504,0.8149547,0.71042544,13.479319426742247,11.900732642722932,10.857588430279735,13.111287503071106,13.703684299198748,14.419427809148596,34.39529555816187,0.011311882442486001,0.04058759071425077,0.0009252490765321334,0.020089302955328795,0.024630942267336416,-0.01049713382557924,1-17808-B-12.wav,crackling_fire
-238.38326,164.9499,-53.429195,-27.634838,23.193106,8.566375,-1.3605541,-20.880066,-40.452328,-16.077896,-2.2362149,-9.720065,1.5506326,0.39464304,0.42485064,0.3300516,0.26888132,0.26286453,0.33324578,0.4488825,0.49075615,0.4959649,0.46794203,0.47162443,0.41145194,20.508805095530356,10.368243474114896,13.111702758535213,18.24512749254982,19.575934582098316,20.14656029363556,27.357544790931023,-0.019505180724061426,-0.003530232675856358,-0.028319309139300624,-0.023975365062670475,-0.0019900597193739126,0.0014386467717744079,1-17970-A-4.wav,frog
-255.40121,180.8707,-74.0874,-16.801601,12.759198,2.7089221,-3.9769466,18.497734,-2.3215592,-6.9867597,13.016082,-4.9970245,-7.115665,0.38562098,0.4172249,0.38791284,0.31816247,0.26204127,0.28127405,0.34549594,0.3868648,0.36282477,0.3698453,0.38454762,0.3740148,13.045003419419846,11.358794708519628,14.06559052864667,15.032604501161218,17.683402802465597,24.617546698072537,33.952420027666264,-0.0026797156465731098,-0.0015795563458940096,0.004867319047899953,-0.04037947024882167,0.0028819268389769287,-0.006100173092073312,1-18755-A-4.wav,frog
-243.80711,177.66495,-78.409294,-1.2195879,-4.431344,10.816577,-11.182811,10.38978,1.1717917,-7.5440125,6.677423,-3.9193172,-1.2318885,0.33622968,0.40860227,0.4378481,0.37056333,0.31052306,0.31134978,0.38678002,0.46209762,0.50602823,0.47353765,0.44135514,0.36212033,12.707673117840274,11.987631483593121,13.487670708975523,14.588692939915731,16.9109082786746,22.146854931733948,37.861643175805746,-0.021646646119693316,0.01682284220865326,-0.030053260150579995,0.023430045944769863,0.00026848643496135796,-0.003609649241705251,1-18755-B-4.wav,frog
-293.12732,187.70651,-49.620872,-18.906939,10.705965,8.416693,11.170133,23.275286,-5.2406626,-14.874155,11.494992,0.34079474,-6.7667184,0.41037032,0.38828886,0.393999,0.44525903,0.48172653,0.4402055,0.40424505,0.41795063,0.4177613,0.3951233,0.37265527,0.3828052,12.785533476098188,11.269882430885621,13.715182214595863,16.003750367223837,19.370745379327417,24.17462958584101,31.903222484653796,-0.04815219140926411,-0.002924813120196457,-0.02872960064171268,0.04009722012015159,0.018011299438050698,0.010945382466423093,1-18757-A-4.wav,frog
-474.49124,29.088266,2.728932,4.225912,-0.6448196,1.5259165,-3.6747835,2.956121,-1.8380866,0.2742124,-3.8777468,1.3080142,-2.8208928,0.17907831,0.14973073,0.1317636,0.13467346,0.16769823,0.18169716,0.1525989,0.123234645,0.12753007,0.13069397,0.13946544,0.17048061,10.72633188021178,9.459299863733742,9.688342505364922,10.345201463131914,10.485165032970675,10.939371927809601,16.61312700132505,0.06066895631677085,-0.00495357671331265,0.0001465860525197399,0.026572550562687383,-0.0017976813101616433,-0.010563668325487188,1-19501-A-7.wav,insects
-151.68855,179.4858,-152.86565,82.87866,-61.208073,19.57473,-3.36038,-14.108012,27.40987,-29.734365,13.949817,-13.105353,0.845175,0.64984924,0.64399123,0.7078428,0.79584944,0.7773664,0.7485332,0.7154252,0.6606062,0.58009046,0.56061685,0.6028149,0.63306063,10.904721807455399,7.850063655427877,10.070697479562135,12.1706865847413,12.392311595866355,15.71286664731902,50.59469373369241,-0.0001494240960563433,-0.0016699256512843674,0.004794714233368628,-0.013270153212437167,-0.005860709895315185,0.003909915080618181,1-21189-A-10.wav,rain
-478.21317,67.63873,-31.654732,-20.268764,-29.625603,-16.356253,-41.975704,-33.120434,-26.70076,-14.824566,-19.945532,-9.461901,-16.662985,0.3931032,0.36481318,0.2542248,0.2472484,0.22085702,0.20185208,0.29323614,0.48282483,0.46795747,0.5716421,0.49648687,0.34254318,12.043019151717434,15.75780865927745,12.94991868639423,15.603989569455615,17.745089958343087,16.50898135267232,29.655598406792322,-0.019680754938218734,0.030839528035708053,-0.027960857004792096,-0.024941194545383107,0.02788659816353302,-0.031894402643298174,1-23094-A-15.wav,water_drops
-472.89432,68.30166,-35.96953,-23.831163,-35.604813,-22.573118,-49.470467,-31.020142,-36.022755,-20.385698,-26.097414,-10.146805,-19.376062,0.38267103,0.36356044,0.27896574,0.25608277,0.2683781,0.23581326,0.28301054,0.32666802,0.38860747,0.47725406,0.63111633,0.4879489,11.637843730254163,16.502604998868907,12.452645997855816,14.97524636411021,17.681172027223198,17.20460297420512,29.09264438256402,-0.013893405990563474,0.025009862088230472,-0.01886749974389345,-0.025922025214630617,0.025775675827014045,-0.012663579774964162,1-23094-B-15.wav,water_drops
-273.23895,192.58188,-0.4165311,5.5909157,10.768342,8.291499,9.920012,0.28767928,4.988678,5.5546126,0.30497867,4.2869997,1.8080596,0.7205754,0.7057207,0.6888167,0.67671037,0.67295676,0.64880496,0.63517374,0.6179811,0.61218756,0.6713329,0.69640195,0.717526,10.623102089095891,8.232559075366687,10.439249704787633,12.722410392348406,15.309389544356025,16.264190849748157,32.88593094024776,-0.0014633387905487235,-0.018894306409672865,-0.04916854794817895,-0.04264193546813547,0.001787155025013679,0.018836532213796504,1-23222-A-19.wav,thunderstorm
-269.3198,179.17677,19.24849,26.656189,5.851363,8.537225,18.587543,-1.4045992,7.6604295,4.7453985,-0.33712316,7.660975,2.4889638,0.74935395,0.7034299,0.68478763,0.7277437,0.7565924,0.7526491,0.68381256,0.61566615,0.6224353,0.67396003,0.7326596,0.7619242,10.677652846646692,8.229501651149318,11.085575993676795,13.08661879316851,14.774747216176195,14.591396772295317,35.86680649812307,-0.01886380058275523,0.049670849453446804,0.034291097077512434,0.006685999595924874,0.0024724746931787476,-0.0031954932259935297,1-23222-B-19.wav,thunderstorm
-474.40283,182.0162,72.98225,14.201331,8.902201,15.187561,12.974,6.4796953,4.6206822,4.6893,2.818292,1.7994617,1.0946096,0.64579445,0.63702947,0.6440447,0.6605878,0.7016195,0.7193197,0.7367068,0.727947,0.74184805,0.72071457,0.7089916,0.68609625,10.045622095188097,8.354475686830067,12.490655653986074,15.052014095890826,16.427500624306422,14.004571198347437,23.175555507464146,0.06872090662398178,0.007181354641388654,-0.06784190798044393,-0.04587128849618043,-0.013915943067107623,0.01793900458250207,1-24524-A-19.wav,thunderstorm
-338.81802,154.81268,22.075962,-4.765701,17.971607,16.433004,5.5017986,5.605634,5.985481,2.1257036,1.2536048,1.9378217,0.63454473,0.6818551,0.69398737,0.68188393,0.66560507,0.6259359,0.6227349,0.6042146,0.61822826,0.6138277,0.6548369,0.688733,0.6938945,10.755134231864362,8.716463145240212,11.470521128085208,13.05520600739967,15.146138371971347,18.294671056234385,25.934460698689964,-0.020437275737554994,-0.001511731743491884,-0.042178645003976487,-0.04031227966403242,-0.018416062051537948,0.004036863364728747,1-24524-B-19.wav,thunderstorm
-325.20447,168.80989,0.26001883,6.442537,14.291386,8.140943,8.312049,3.6329627,5.387175,5.2007794,1.803066,3.6126027,2.315802,0.71143854,0.71088636,0.6932158,0.6915939,0.6882377,0.6628122,0.64851385,0.6249401,0.62755454,0.68970704,0.7154922,0.70389855,10.770266666207737,8.311177747025427,10.632911784950691,12.917191268074694,14.611723131255179,16.48468158698395,31.02487639834647,-0.01196877039006893,-0.00894839434199203,-0.07146893613247936,-0.0340194247658705,0.004651798161539816,0.014579368523471184,1-24524-C-19.wav,thunderstorm
-132.24847,89.01553,-48.867645,61.28677,-51.721565,55.82302,-35.017265,32.805763,-14.000888,19.61484,-16.509212,14.293174,-10.93859,0.7963519,0.8375109,0.74965334,0.6424829,0.68428993,0.7096106,0.7082988,0.66503,0.6220349,0.6205722,0.67918676,0.75019747,8.990442214457449,7.688678647747772,10.221094638680256,12.755252970653839,12.748531686982384,14.191510342044062,48.40801328926357,-0.01503359596641965,0.007624433575953691,-0.005356766482309991,-0.019766621879386697,0.0031995654371962546,-0.00018372729619453343,1-26222-A-10.wav,rain
-437.03992,66.61226,-7.1251273,-15.996088,-7.7723403,7.7608504,10.410697,-4.718368,-10.677706,-9.059212,-2.2909298,5.9261456,10.9958935,0.048289906,0.034756858,0.047815472,0.21690018,0.39406696,0.14903538,0.0905854,0.040129703,0.038187623,0.029395543,0.04113293,0.0655704,19.073992168142293,17.835843731748458,23.04471040616407,28.681834097723787,31.483117968355746,31.97597707369024,30.590674340892544,0.0046139830536328546,-0.02862909176252022,0.03981523580358602,0.0691531107873326,0.02377701286597192,0.005983493687896193,1-26806-A-1.wav,rooster
-431.77792,52.767086,-32.000595,7.911696,-0.7942727,14.756983,-10.511768,5.201588,-0.71030635,12.237599,3.4630754,1.1003048,-3.7706566,0.3161355,0.22577265,0.0981805,0.07460813,0.08656089,0.13507919,0.08842432,0.06255216,0.07432946,0.14849892,0.2306984,0.19718027,14.612382662532013,12.361829123894735,13.479383432898965,14.838643655139716,16.853575060005245,17.08616262178286,26.842225439659632,-0.007748234197356789,0.02387900766623424,0.014503056390897669,-0.005032213566838262,-0.0007696051380563533,0.019283924460316057,1-27724-A-1.wav,rooster
-135.89638,162.10173,-47.84823,40.562286,-33.596428,30.047071,-27.157429,9.910904,-10.900507,2.0740135,-4.3578014,-0.9472301,-1.4140829,0.65699047,0.6427564,0.6187003,0.6061391,0.6003867,0.61561185,0.6207019,0.6618535,0.66232324,0.6560141,0.6445467,0.6649592,12.641770353264356,7.957421995633812,10.328259550467113,12.590786798288788,13.388040388937762,15.171589752682232,44.25696663596052,-0.003573120916143366,-0.004344594186612509,-0.009411890405444634,0.001235884201567637,0.003715309809957548,0.0013546164421983158,1-28135-A-11.wav,sea_waves
-131.77226,161.30847,-44.213966,32.139122,-27.515059,25.710506,-19.94964,10.045736,-4.2723475,1.0542476,0.2653381,-2.001612,3.4692745,0.62630713,0.6259403,0.6621921,0.66953117,0.66495466,0.6335067,0.6430475,0.65511566,0.6542616,0.6403702,0.6216915,0.6260937,10.21855921917327,7.89492394992371,10.101761474695643,12.892656131714482,13.510875943828797,15.086382686433794,43.797360649867635,-0.02439830803857088,0.004158353193355439,-0.013312397771050833,0.004162185283035918,0.007764587184570261,0.014005099719264986,1-28135-B-11.wav,sea_waves
-196.70546,133.45354,-69.849846,64.84543,-44.922817,14.46712,-17.216194,17.267323,-0.47006905,-10.744947,11.511076,14.824742,-24.80853,0.2838991,0.19980018,0.13381617,0.11073257,0.10034567,0.12908687,0.19985738,0.27327475,0.38135922,0.6890327,0.8244637,0.42584836,13.892460920463833,8.039296315730414,10.64669921553345,14.100310965880087,16.245373064941088,24.17431193381503,46.24965640379262,-0.012582952824382085,-0.0009515866544004375,-0.019352085343854287,-0.028285717086007044,0.011487778801031566,-0.02197023982445759,1-29532-A-16.wav,wind
-142.60492,141.12979,-98.17852,63.160038,-24.8628,29.91583,-37.75719,17.45882,-13.29934,16.262056,-14.990223,-1.4294635,-5.765497,0.5081712,0.7378526,0.81825036,0.70101315,0.7468909,0.63505507,0.57789916,0.61707306,0.5676064,0.46146595,0.40598676,0.48167264,19.11785546289024,8.627563794068443,10.33265850505499,12.9209539942497,14.317755402764758,15.745384158424544,44.9214651357233,0.03021770266398528,-0.004468859040673584,-0.009482291408246742,0.01821707346824451,0.007745890025566506,-0.01619284557558918,1-29561-A-10.wav,rain
-283.07526,141.96669,-43.66728,4.671257,14.53561,36.32466,3.884943,11.028411,1.5801193,19.718681,-9.135386,4.4779468,-7.3177814,0.5752924,0.56866664,0.4983897,0.44625276,0.41370007,0.41126522,0.3639979,0.35212305,0.37529048,0.40837622,0.43419787,0.5000051,9.227687924358039,8.846442935924564,11.560762534655447,13.764015285391974,17.531414294916043,17.171892147047444,34.64067847953391,-0.0059061651599646246,-0.002634386230777413,0.0006375044774423278,0.011310985074172834,0.012767644609466349,-0.006837901540463535,1-31836-A-4.wav,frog
-199.66513,167.01677,-100.46554,-12.445895,9.698514,37.495895,4.5863214,2.8061204,7.904706,21.893383,-12.46017,7.738689,-3.5191355,0.47232673,0.5305902,0.5146795,0.4461814,0.36251336,0.31338316,0.32701617,0.3567842,0.43429792,0.40236133,0.39725736,0.41404456,9.585868404555285,8.334838166907751,10.64650789991747,14.224507460468008,16.49801492902171,18.285947637090036,39.581726980611,0.009096389496301746,-0.006235099120371955,-0.016866272190054668,0.0075952775275066374,0.008910772626030836,-0.002412874307785901,1-31836-B-4.wav,frog
-591.70715,56.369373,-20.386427,16.52453,-6.6338005,-5.2464695,9.755985,-4.6498156,-2.7115192,2.6001272,5.930637,5.4301996,2.0342398,0.06143117,0.047738045,0.04745493,0.06580409,0.0774224,0.08311594,0.06614003,0.13409394,0.2550754,0.17294978,0.07099499,0.05881533,13.116367826308641,12.52360700082151,13.732676341506343,18.118459294546238,20.959365391696135,19.49327996102808,22.927178948990676,0.01096838729899894,-0.006776423089405718,-0.046805224835164486,0.047393648803077844,-0.013641324490559234,0.0075102958843337175,1-34119-A-1.wav,rooster
-662.6853,59.806355,-21.038109,12.300572,-20.953358,1.5331999,26.856932,-8.992643,0.28068054,9.024882,-0.3277136,8.534894,2.6612923,0.089038946,0.0437303,0.040926896,0.046042122,0.0607987,0.11236123,0.18960688,0.13589235,0.1282851,0.06411891,0.11767137,0.25061086,15.611280335482563,14.644854524355527,17.13225438430329,21.35129799294974,27.557997168839993,28.280228213506422,27.036671880694982,-0.006995061946619261,-0.035886458123154816,0.04376885624334449,-0.024127765429009976,0.0008037761666932162,-0.038991584311554854,1-34119-B-1.wav,rooster
-223.92514,69.05607,-20.8408,15.299485,10.46849,32.58263,-20.053787,3.595208,-7.8266034,24.947496,-9.44193,3.3153346,-14.367865,0.54459363,0.53508145,0.45121258,0.4221793,0.35796952,0.34994566,0.35763952,0.36710912,0.3571028,0.3401936,0.39333922,0.43505403,9.27109019107867,8.770160015078373,10.519182146119466,13.182289758249052,18.893909615766617,16.06998776027031,40.95410092372405,-0.0033738174822604615,0.012494463324816182,0.011803243551273157,0.020894630032044417,0.03305073669704095,-0.008303577037152074,1-34495-A-14.wav,chirping_birds
-222.7358,65.74167,-18.702187,30.762825,-4.3004937,27.803831,-24.433252,13.490483,-20.033266,20.34162,-19.248188,12.599248,-23.226843,0.48451725,0.48671994,0.49577966,0.45269212,0.38715592,0.38948622,0.40496314,0.45435753,0.4841426,0.49674463,0.4722955,0.5186523,11.501833822433369,8.953198070791048,10.590140598429297,12.763158635044523,17.022005347171678,15.16284685211269,41.690358928436304,-0.010120454723597508,-0.02537136986988641,-0.013205501127755244,-0.0014665890182535496,0.020352548850782817,-0.01921135637036186,1-34497-A-14.wav,chirping_birds
-447.7111,52.18758,-97.8827,14.759482,12.7768135,26.006357,-49.037735,8.050617,-24.379923,5.893975,-22.35482,-6.1828485,-15.564694,0.22981857,0.38124973,0.65698004,0.50506246,0.4393877,0.2209126,0.12313956,0.17546704,0.30454588,0.40159965,0.2457959,0.14555141,26.75526055462852,8.232717731677642,10.861110092436395,13.999639049145333,17.661075515841173,21.675882274094185,32.66525586334167,0.04053323958972214,0.0403103866619221,-0.011246854314049462,-0.05241696578461356,-0.007889293806805399,-0.0063419438706247885,1-38559-A-14.wav,chirping_birds
-488.23328,40.19881,-65.94811,10.532948,-24.382301,-12.451154,-42.774166,5.2243266,-22.433643,-0.79232186,-19.612753,3.564663,-17.621767,0.38609633,0.36104733,0.37549585,0.41917402,0.47635165,0.51039344,0.5955928,0.59335107,0.5128473,0.44708988,0.45743442,0.42779058,22.174272446834678,7.99605971019885,12.295256244165369,14.15487294554304,15.03934759407046,18.140267507773192,31.480702166079695,0.0037060886213887054,-0.015045535009292678,0.04449723951795067,-0.022062474165950714,0.0006879909715814323,-0.006016757380295029,1-38560-A-14.wav,chirping_birds
